/content/101_ObjectCategories/Motorbikes/image_0192.jpg,[ 0.        0.       30.892616 26.568228 ...  4.604282  8.857319  2.645373 14.215161]
/content/101_ObjectCategories/Motorbikes/image_0321.jpg,[ 1.635749  3.71041  27.759407 30.263737 ...  0.        5.576839 22.392859  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0492.jpg,[ 3.984915  6.218579 22.204163 16.45865  ...  0.       11.081027 22.401497  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0387.jpg,[ 0.        4.497602 18.490808 36.68185  ...  0.       15.399735 18.06929   0.      ]
/content/101_ObjectCategories/Motorbikes/image_0081.jpg,[ 0.        0.       32.91184   5.33426  ...  3.616516  0.        0.        7.614094]
/content/101_ObjectCategories/Motorbikes/image_0330.jpg,[ 0.        0.       25.080849 16.867445 ...  0.       11.100049  0.        0.      ]
/content/101_ObjectCategories/Motorbikes/image_0401.jpg,[ 9.41641   0.       25.21004  25.516235 ...  0.150005  7.13711  11.558332  7.625635]
/content/101_ObjectCategories/Motorbikes/image_0636.jpg,[ 0.        7.984983 24.015121 21.262472 ...  0.        0.526467  1.279565  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0166.jpg,[ 0.        0.       34.556267 16.658049 ... 12.087024 13.855964  8.981511  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0559.jpg,[ 5.749107  0.       35.940525 12.789372 ...  1.661605 23.545095  6.372754  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0737.jpg,[ 0.        4.528142 13.48177  36.19135  ...  3.237713  0.824864  6.613186  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0124.jpg,[ 7.279782  0.       25.289257 10.471351 ...  3.727505 17.217144  2.008228  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0275.jpg,[ 0.        0.       15.192146 14.005299 ...  4.052384 32.34554  14.629038  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0664.jpg,[ 0.        0.       35.616623 11.551284 ...  0.       12.76335   3.907382  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0526.jpg,[ 0.       13.159196 22.096663 43.24834  ...  0.       13.37173  19.095102  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0515.jpg,[ 7.913883  9.243068 28.951532 26.215399 ...  0.       19.324091 21.738676 14.695642]
/content/101_ObjectCategories/Motorbikes/image_0704.jpg,[ 0.        1.697968 54.781105 27.079597 ...  2.733523 30.32499   0.362814  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0606.jpg,[ 0.        0.       20.582071  6.564244 ...  0.       17.913084  0.        0.      ]
/content/101_ObjectCategories/Motorbikes/image_0537.jpg,[ 0.       13.370215 23.355686 32.834194 ... 13.327133 15.519746 13.563908  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0552.jpg,[ 0.        4.328465 10.627447 46.139996 ...  5.551237 22.214792 22.734892  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0776.jpg,[ 6.701305  4.93827  16.039122 39.83117  ...  3.589397  2.926088 21.759796  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0302.jpg,[ 0.        0.        0.976417 15.166334 ...  6.991033 10.327443 14.617188  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0659.jpg,[13.735107  3.606629 12.849969  5.16584  ...  0.        0.        0.        6.316369]
/content/101_ObjectCategories/Motorbikes/image_0667.jpg,[ 6.033409  0.       22.759542 10.741729 ...  0.429431  7.304173  0.        0.      ]
/content/101_ObjectCategories/Motorbikes/image_0627.jpg,[ 0.        4.884149 28.367313 41.89178  ...  5.821555 24.084421 17.284506  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0366.jpg,[ 0.        0.       39.82438  37.093937 ... 14.878404  8.251802  2.155949  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0335.jpg,[ 0.        7.817715 18.40272  23.085241 ...  4.179709 18.855425 21.495256  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0716.jpg,[ 0.        0.       25.080072 30.045341 ...  0.389435 16.472383  4.801469  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0594.jpg,[ 0.       12.415391  5.217743 20.518707 ...  0.        5.103499  5.593892  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0303.jpg,[13.075314  0.       26.353601 28.669397 ... 10.737539  0.946358  7.835341  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0282.jpg,[17.23918   0.       15.228898 34.183083 ...  4.454248 11.655057  8.37743  37.467003]
/content/101_ObjectCategories/Motorbikes/image_0674.jpg,[ 0.        1.818955 36.244    21.89259  ... 10.622764 15.846995  3.181749  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0711.jpg,[ 0.        0.       11.954755 22.677546 ...  3.966015  1.754373 16.674906  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0346.jpg,[ 0.        0.       15.540951 20.046864 ...  0.        0.874725  0.        0.      ]
/content/101_ObjectCategories/Motorbikes/image_0389.jpg,[ 2.637425  8.657783 27.825054  8.267658 ...  1.968718  1.890365  3.884802  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0653.jpg,[ 0.        0.       28.659973 22.622374 ... 12.07464  11.258985  0.        0.      ]
/content/101_ObjectCategories/Motorbikes/image_0407.jpg,[ 0.        0.       17.559004 24.578121 ...  0.        8.179587 18.2675    0.      ]
/content/101_ObjectCategories/Motorbikes/image_0755.jpg,[20.163181  0.       21.323465 20.943274 ...  0.        6.235398  0.920856  0.      ]
/content/101_ObjectCategories/Motorbikes/image_0205.jpg,[ 1.338636  8.621381 34.257668 18.531633 ...  6.678936 10.23858   0.        0.      ]
/content/101_ObjectCategories/Motorbikes/image_0287.jpg,[ 7.579943  0.       23.521955 11.117996 ...  7.331887 25.62491  15.03265  14.584697]
/content/101_ObjectCategories/Motorbikes/image_0326.jpg,[11.844143  0.       16.82785  36.155315 ... 12.297626  7.760734  0.        0.      ]
